商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,手续费率
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-263331513291761,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28白+G30白,4XL 建议180-210斤",798235364711	,	,无售后或售后取消,	,	,2021-04-12 08:27:24,否,	,	,	
大码胖子男装t恤国潮嘻哈韩版男青少年流行透气舒适中国风五分袖,210412-321138197643715,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,222707123165	,"GC137蓝+GC218白,8XL 建议310-350斤",802127491128	,	,无售后或售后取消,	,	,2021-04-12 08:14:08,否,	,	,	
国潮2021新款加肥加大码宽松胖子男装t恤白色体恤男生学生运动t恤,210412-101723669642301,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219894535890	,"W13白+W13黑,10XL 建议320-350斤",795744952294	,	,无售后或售后取消,	,	,2021-04-12 08:12:48,否,	,	,	
2021新款宽松胖子加肥加大码夏季潮流百搭青少年流行港风肥佬装男,210412-569163121773549,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,227090535319	,"坏笑脸白+T138白,7XL 建议270-310斤",813078343130	,t138白要4xl的，坏笑脸白7xl [pdd55559146481 04/12 08:14],无售后或售后取消,	,	,2021-04-12 08:11:22,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-267704075250134,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊白+时来运转黑,5XL 建议200-230斤",795750293623	,	,无售后或售后取消,	,	,2021-04-12 08:08:29,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210412-623799174151448,待发货,39.9	,0.0	,0.0	,39.9	,39.9	,1	,	,	,164373803775	,"【两件装】路飞深灰色和熊头深灰色,5XL",657688365320	,	,无售后或售后取消,	,	,2021-04-12 08:08:16,否,	,	,	
T恤男士短袖港风潮牌宽松大码打底衫潮流韩版夏季新款情侣装半袖,210412-065453425671448,待发货,36.9	,0.0	,0.0	,36.9	,36.9	,1	,	,	,220441610433	,"【两件装】猫深灰色+太阳龙黑色,5XL",796942285625	,	,无售后或售后取消,	,	,2021-04-12 08:08:16,否,	,	,	
2021新款夏季透气舒适上衣t恤男大码男装大气潮流印花学生t恤男生,210412-061863363790724,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219895774509	,"火焰熊白+旗开得胜白,5XL 建议200-230斤",795747896635	,	,无售后或售后取消,	,	,2021-04-12 08:04:36,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-336911402123715,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"S011灰+S011黑,8XL 建议310-350斤",797119967716	,	,无售后或售后取消,	,	,2021-04-12 07:59:11,否,	,	,	
2021新款夏季港风上衣t恤男潮流韩版百搭加肥加大码短袖男学生t恤,210412-551723992281768,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220727859459	,"T87黑,8XL 建议310-350斤",797511916558	,	,无售后或售后取消,	,	,2021-04-12 07:52:25,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-421792318431170,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G30白,4XL 建议180-210斤",798235364687	,	,无售后或售后取消,	,	,2021-04-12 07:50:02,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-322553775342316,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G23白,7XL 建议270-310斤",797756287095	,	,无售后或售后取消,	,	,2021-04-12 07:40:24,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210412-418605958172884,待发货,25.9	,0.0	,0.0	,25.9	,25.9	,1	,	,	,164373803775	,"【单件】芝麻街黑色,L",657688365295	,	,无售后或售后取消,	,	,2021-04-12 07:38:28,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-050308056050722,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28白,5XL 建议210-240斤",798235364672	,	,无售后或售后取消,	,	,2021-04-12 07:28:01,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-463698658342389,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G30白,7XL 建议270-310斤",798236015617	,	,无售后或售后取消,	,	,2021-04-12 07:25:28,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210412-212242269273525,待发货,25.9	,0.0	,0.0	,25.9	,25.9	,1	,	,	,164373803775	,"【单件】路飞深灰色,XL",657688365256	,	,无售后或售后取消,	,	,2021-04-12 07:18:05,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210412-059854029801385,待发货,39.9	,0.0	,0.0	,39.9	,39.9	,1	,	,	,164373803775	,"【两件装】路飞深灰色和芝麻街黑色,7XL",669620693621	,	,无售后或售后取消,	,	,2021-04-12 07:09:53,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-221199729642378,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30白,5XL 建议210-240斤",798235364728	,	,无售后或售后取消,	,	,2021-04-12 07:07:58,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210412-197910856813239,待发货,39.9	,0.0	,0.0	,39.9	,39.9	,1	,	,	,164373803775	,"【两件装】熊头深灰色+路飞白色,6XL",657688365361	,	,无售后或售后取消,	,	,2021-04-12 07:08:07,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210412-506062439391329,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,221854380009	,"后背彩虹灰,6XL 建议240-270斤",800112990126	,	,无售后或售后取消,	,	,2021-04-12 07:01:25,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-493921240302311,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,6XL 建议240-270斤",798235364681	,	,无售后或售后取消,	,	,2021-04-12 06:48:49,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-661854618831733,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,220536989085	,"S011灰,6XL 建议240-270斤",797118218289	,	,无售后或售后取消,	,	,2021-04-12 06:43:43,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-169459057892211,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"J60黑+S011黑,5XL 建议210-240斤",797118881695	,	,无售后或售后取消,	,	,2021-04-12 06:36:34,否,	,	,	
T恤男士短袖港风潮牌宽松大码打底衫潮流韩版夏季新款情侣装半袖,210412-223036048393298,待发货,24.9	,0.0	,0.0	,24.9	,24.9	,1	,	,	,220441610433	,"【单件】太阳龙黑色,3XL",796942285575	,	,无售后或售后取消,	,	,2021-04-12 06:36:36,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-605411083371094,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,5XL 建议200-230斤",795750293599	,	,无售后或售后取消,	,	,2021-04-12 06:33:00,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-122661110942317,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,4XL 建议170-200斤",795750293598	,	,无售后或售后取消,	,	,2021-04-12 06:32:06,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-313374802970023,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30黑,7XL 建议270-310斤",798236015637	,	,无售后或售后取消,	,	,2021-04-12 06:31:30,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-255358403691158,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G30白,6XL 建议240-270斤",798235364657	,	,无售后或售后取消,	,	,2021-04-12 06:27:45,否,	,	,	
中国风男装夏季胖子t恤男宽松大码半袖潮流嘻哈国潮加肥加大短袖,210412-395389175020672,待发货,36.9	,0.0	,0.0	,36.9	,36.9	,1	,	,	,161579813356	,"自由搭配联系客服,6XL",651250517629	,	,无售后或售后取消,	,	,2021-04-12 06:26:27,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-370275779712713,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,7XL 建议250-270斤",795750293601	,	,无售后或售后取消,	,	,2021-04-12 06:23:09,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-385827472391005,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"时来运转黑,4XL 建议170-200斤",795750293454	,	,无售后或售后取消,	,	,2021-04-12 06:09:24,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-109692847162713,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G30白+G30黑,8XL 建议310-350斤",798236015640	,	,无售后或售后取消,	,	,2021-04-12 06:08:49,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-540467528903442,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,219896665455	,"字母W黑+火焰熊黑,10XL 建议320-350斤",795750293496	,	,无售后或售后取消,	,	,2021-04-12 06:08:39,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-547740714031341,待发货,38.8	,0.0	,3.0	,35.8	,38.8	,1	,	,	,220841614732	,"G34黑+G28黑,4XL 建议180-210斤",797752827894	,	,无售后或售后取消,	,	,2021-04-12 04:56:31,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210412-424388854770573,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,221854380009	,"S010灰,2XL 建议130-150斤",800112990082	,	,无售后或售后取消,	,	,2021-04-12 04:10:09,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-164534682610573,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,8XL 建议270-290斤",795750293410	,	,无售后或售后取消,	,	,2021-04-12 04:09:46,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-631970202813384,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+时来运转黑,5XL 建议200-230斤",795750293515	,	,无售后或售后取消,	,	,2021-04-12 03:54:33,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210412-068945183920258,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,221854380009	,"后背彩虹灰+后背彩虹黑,M 建议75-100斤",800112990279	,	,无售后或售后取消,	,	,2021-04-12 03:45:56,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-141751747711466,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"火焰熊黑,5XL 建议200-230斤",795750293431	,	,无售后或售后取消,	,	,2021-04-12 03:39:55,否,	,	,	
国潮嘻哈中国风短袖t恤男夏季新款加肥加大码胖子宽松透气舒适t恤,210412-214441657450668,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841619309	,"G20黑+G25白,5XL 建议210-240斤",797743330895	,	,无售后或售后取消,	,	,2021-04-12 03:20:43,否,	,	,	
2021新款夏季透气舒适上衣t恤男大码男装大气潮流印花学生t恤男生,210412-308879033450668,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219895774509	,"火焰熊白+旗开得胜黑,6XL 建议230-250斤",795747896624	,	,无售后或售后取消,	,	,2021-04-12 03:19:05,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210412-530915001413804,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841582441	,"G19白+G21黑,L 建议100-115斤",797733105931	,	,无售后或售后取消,	,	,2021-04-12 03:09:53,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-309609104581061,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,6XL 建议230-250斤",795750293600	,	,无售后或售后取消,	,	,2021-04-12 02:52:09,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-295539835890573,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,4XL 建议170-200斤",795750293418	,	,无售后或售后取消,	,	,2021-04-12 02:45:22,否,	,	,	
